A1BG        P04217
MDK         P21741
MDM1        Q8TC05
MDM2        Q00987
MDM4        O15151
MDN1        Q9NU22
MDP1        Q86V88
ME1         P48163
ME2         P23368
ME3         Q16798
MEA1        Q16626
MEAF6       Q9HAF1
MECP2       P51608
MECR        Q9BV79
MED1        Q15648
MED4        Q9NPJ6
MED6        O75586
MED7        O43513
MED8        Q96G25
MED9        Q9NWA0
MED10       Q9BTT4
MED11       Q9P086
MED12       Q93074
MED12L      Q86YW9
MED13       Q9UHV7
MED13L      Q71F56
MED14       O60244
MED15       Q96RN5
MED16       Q9Y2X0
MED17       Q9NVC6
MED18       Q9BUE0
MED19       A0JLT2
MED20       Q9H944
MED21       Q13503
MED22       Q15528
MED23       Q9ULK4
MED24       O75448
MED25       Q71SY5
MED26       O95402
MED27       Q6P2C8
MED28       Q9H204
MED29       Q9NX70
MED30       Q96HR3
MED31       Q9Y3C7
MEDAG       Q5VYS4
MEF2A       Q02078
MEF2B       Q02080
MEF2C       Q06413
MEF2D       Q14814
MEFV        O15553
MEGF6       O75095
MEGF8       Q7Z7M0
MEGF9       Q9H1U4
MEGF10      Q96KG7
MEGF11      A6BM72
MEI1        Q5TIA1
MEI4        A8MW99
MEIG1       Q5JSS6
MEIKIN      A0A087WXM9
MEIOB       Q8N635
MEIOC       A2RUB1
MEIS1       O00470
MEIS2       O14770
MEIS3       Q99687
MELK        Q14680
MELTF       P08582
MEMO1       Q9Y316
MEN1        O00255
MEOX1       P50221
MEOX2       P50222
MEP1A       Q16819
MEP1B       Q16820
MEPCE       Q7L2J0
MEPE        Q9NQ76
MERTK       Q12866
MESD        Q14696
MESP1       Q9BRJ9
MESP2       Q0VG99
MEST        Q5EB52
MET         P08581
METAP1      P53582
METAP1D     Q6UB28
METAP2      P50579
METRN       Q9UJH8
METRNL      Q641Q3
METTL1      Q9UBP6
METTL2A     Q96IZ6
METTL2B     Q6P1Q9
METTL3      Q86U44
METTL4      Q8N3J2
METTL5      Q9NRN9
METTL6      Q8TCB7
METTL7A     Q9H8H3
METTL7B     Q6UX53
METTL8      Q9H825
METTL9      Q9H1A3
METTL11B    Q5VVY1
METTL12     A8MUP2
METTL13     Q8N6R0
METTL14     Q9HCE5
METTL15     A6NJ78
METTL16     Q86W50
METTL17     Q9H7H0
METTL18     O95568
METTL21A    Q8WXB1
METTL21C    Q5VZV1
METTL22     Q9BUU2
METTL23     Q86XA0
METTL24     Q5JXM2
METTL25     Q8N6Q8
METTL26     Q96S19
METTL27     Q8N6F8
MEX3A       A1L020
MEX3B       Q6ZN04
MEX3C       Q5U5Q3
MEX3D       Q86XN8
MFAP1       P55081
MFAP2       P55001
MFAP3       P55082
MFAP3L      O75121
MFAP4       P55083
MFAP5       Q13361
MFF         Q9GZY8
MFGE8       Q08431
MFHAS1      Q9Y4C4
MFN1        Q8IWA4
MFN2        O95140
MFNG        O00587
MFRP        Q9BY79
MFSD1       Q9H3U5
MFSD2A      Q8NA29
MFSD2B      A6NFX1
MFSD3       Q96ES6
MFSD4A      Q8N468
MFSD4B      Q5TF39
MFSD5       Q6N075
MFSD6       Q6ZSS7
MFSD6L      Q8IWD5
MFSD7       Q6UXD7
MFSD8       Q8NHS3
MFSD9       Q8NBP5
MFSD10      Q14728
MFSD11      O43934
MFSD12      Q6NUT3
MFSD13A     Q14CX5
MFSD14A     Q96MC6
MFSD14B     Q5SR56
MGA         Q8IWI9
MGAM        O43451
MGAM2       Q2M2H8
MGARP       Q8TDB4
MGAT1       P26572
MGAT2       Q10469
MGAT3       Q09327
MGAT4A      Q9UM21
MGAT4B      Q9UQ53
MGAT4C      Q9UBM8
MGAT4D      A6NG13
MGAT5       Q09328
MGAT5B      Q3V5L5
MGEA5       O60502
MGLL        Q99685
MGME1       Q9BQP7
MGMT        P16455
MGP         P08493
MGRN1       O60291
MGST1       P10620
MGST2       Q99735
MGST3       O14880
MIA         Q16674
MIA2        Q96PC5
MIA3        Q5JRA6
MIB1        Q86YT6
MIB2        Q96AX9
MICA        Q29983
MICAL1      Q8TDZ2
MICAL2      O94851
MICAL3      Q7RTP6
MICALCL     Q6ZW33
MICALL1     Q8N3F8
MICALL2     Q8IY33
MICB        Q29980
MICU1       Q9BPX6
MICU2       Q8IYU8
MICU3       Q86XE3
MID1        O15344
MID1IP1     Q9NPA3
MID2        Q9UJV3
MIDN        Q504T8
MIEF2       Q96C03
MIEN1       Q9BRT3
MIER1       Q8N108
MIER2       Q8N344
MIER3       Q7Z3K6
MIF         P14174
MIF4GD      A9UHW6
MIGA1       Q8NAN2
MIGA2       Q7L4E1
MIIP        Q5JXC2
MILR1       Q7Z6M3
MINDY1      Q8N5J2
MINDY2      Q8NBR6
MINDY3      Q9H8M7
MINDY4      Q4G0A6
MINK1       Q8N4C8
MINOS1      Q5TGZ0
MINPP1      Q9UNW1
MIOS        Q9NXC5
MIOX        Q9UGB7
MIP         P30301
MIPEP       Q99797
MIPOL1      Q8TD10
MIS12       Q9H081
MIS18A      Q9NYP9
MIS18BP1    Q6P0N0
MISP        Q8IVT2
MISP3       Q96FF7
MITD1       Q8WV92
MITF        O75030
MIXL1       Q9H2W2
MKI67       P46013
MKKS        Q9NPJ1
MKL1        Q969V6
MKL2        Q9ULH7
MKLN1       Q9UL63
MKNK1       Q9BUB5
MKNK2       Q9HBH9
MKRN1       Q9UHC7
MKRN2       Q9H000
MKRN2OS     H3BPM6
MKRN3       Q13064
MKS1        Q9NXB0
MKX         Q8IYA7
MLANA       Q16655
MLC1        Q15049
MLEC        Q14165
MLF1        P58340
MLF2        Q15773
MLH1        P40692
MLH3        Q9UHC1
MLIP        Q5VWP3
MLKL        Q8NB16
MLLT1       Q03111
MLLT3       P42568
MLLT6       P55198
MLLT10      P55197
MLLT11      Q13015
MLN         P12872
MLNR        O43193
MLPH        Q9BV36
MLST8       Q9BVC4
MLX         Q9UH92
MLXIP       Q9HAP2
MLXIPL      Q9NP71
MLYCD       O95822
MMAA        Q8IVH4
MMAB        Q96EY8
MMACHC      Q9Y4U1
MMADHC      Q9H3L0
MMD         Q15546
MMD2        Q8IY49
MME         P08473
MMEL1       Q495T6
MMGT1       Q8N4V1
MMP1        P03956
MMP2        P08253
MMP3        P08254
MMP7        P09237
MMP8        P22894
MMP9        P14780
MMP10       P09238
MMP11       P24347
MMP12       P39900
MMP13       P45452
MMP14       P50281
MMP15       P51511
MMP16       P51512
MMP17       Q9ULZ9
MMP19       Q99542
MMP20       O60882
MMP21       Q8N119
MMP23B      O75900
MMP24       Q9Y5R2
MMP25       Q9NPA2
MMP26       Q9NRE1
MMP27       Q9H306
MMP28       Q9H239
MMRN1       Q13201
MMRN2       Q9H8L6
MMS19       Q96T76
MMS22L      Q6ZRQ5
MN1         Q10571
MNAT1       P51948
MND1        Q9BWT6
MNDA        P41218
MNS1        Q8NEH6
MNT         Q99583
MNX1        P50219
MOAP1       Q96BY2
MOB1A       Q9H8S9
MOB1B       Q7L9L4
MOB2        Q70IA6
MOB3A       Q96BX8
MOB3B       Q86TA1
MOB3C       Q70IA8
MOB4        Q9Y3A3
MOBP        Q13875
MOCOS       Q96EN8
MOCS1       Q9NZB8
MOCS3       O95396
MOG         Q16653
MOGAT1      Q96PD6
MOGAT2      Q3SYC2
MOGAT3      Q86VF5
MOGS        Q13724
MOK         Q9UQ07
MON1A       Q86VX9
MON1B       Q7L1V2
MON2        Q7Z3U7
MORC1       Q86VD1
MORC2       Q9Y6X9
MORC3       Q14149
MORC4       Q8TE76
MORF4L1     Q9UBU8
MORF4L2     Q15014
MORN1       Q5T089
MORN2       Q502X0
MORN3       Q6PF18
MORN4       Q8NDC4
MORN5       Q5VZ52
MOS         P00540
MOSPD1      Q9UJG1
MOSPD2      Q8NHP6
MOSPD3      O75425
MOV10       Q9HCE1
MOV10L1     Q9BXT6
MOXD1       Q6UVY6
MPC1        Q9Y5U8
MPC1L       P0DKB6
MPC2        O95563
MPDU1       O75352
MPDZ        O75970
MPEG1       Q2M385
MPG         P29372
MPHOSPH6    Q99547
MPHOSPH8    Q99549
MPHOSPH9    Q99550
MPHOSPH10   O00566
MPI         P34949
MPIG6B      O95866
MPL         P40238
MPLKIP      Q8TAP9
MPND        Q8N594
MPO         P05164
MPP1        Q00013
MPP2        Q14168
MPP3        Q13368
MPP4        Q96JB8
MPP5        Q8N3R9
MPP6        Q9NZW5
MPP7        Q5T2T1
MPPE1       Q53F39
MPPED1      O15442
MPPED2      Q15777
MPRIP       Q6WCQ1
MPST        P25325
MPV17       P39210
MPV17L      Q2QL34
MPV17L2     Q567V2
MPZ         P25189
MPZL1       O95297
MPZL2       O60487
MPZL3       Q6UWV2
MR1         Q95460
MRAP        Q8TCY5
MRAP2       Q96G30
MRAS        O14807
MRC1        P22897
MRC2        Q9UBG0
MRE11       P49959
MREG        Q8N565
MRFAP1      Q9Y605
MRFAP1L1    Q96HT8
MRGBP       Q9NV56
MRGPRD      Q8TDS7
MRGPRE      Q86SM8
MRGPRF      Q96AM1
MRGPRG      Q86SM5
MRGPRX1     Q96LB2
MRGPRX2     Q96LB1
MRGPRX3     Q96LB0
MRGPRX4     Q96LA9
MRI1        Q9BV20
MRLN        P0DMT0
MRM1        Q6IN84
MRM2        Q9UI43
MRM3        Q9HC36
MRNIP       Q6NTE8
MRO         Q9BYG7
MROH1       Q8NDA8
MROH2A      A6NES4
MROH2B      Q7Z745
MROH5       Q6ZUA9
MROH6       A6NGR9
MROH7       Q68CQ1
MROH8       Q9H579
MROH9       Q5TGP6
MRPL1       Q9BYD6
MRPL2       Q5T653
MRPL3       P09001
MRPL4       Q9BYD3
MRPL9       Q9BYD2
MRPL10      Q7Z7H8
MRPL11      Q9Y3B7
MRPL12      P52815
MRPL13      Q9BYD1
MRPL14      Q6P1L8
MRPL15      Q9P015
MRPL16      Q9NX20
MRPL17      Q9NRX2
MRPL18      Q9H0U6
MRPL19      P49406
MRPL20      Q9BYC9
MRPL21      Q7Z2W9
MRPL22      Q9NWU5
MRPL23      Q16540
MRPL24      Q96A35
MRPL27      Q9P0M9
MRPL28      Q13084
MRPL30      Q8TCC3
MRPL32      Q9BYC8
MRPL33      O75394
MRPL34      Q9BQ48
MRPL35      Q9NZE8
MRPL36      Q9P0J6
MRPL37      Q9BZE1
MRPL38      Q96DV4
MRPL39      Q9NYK5
MRPL40      Q9NQ50
MRPL41      Q8IXM3
MRPL42      Q9Y6G3
MRPL43      Q8N983
MRPL44      Q9H9J2
MRPL45      Q9BRJ2
MRPL46      Q9H2W6
MRPL47      Q9HD33
MRPL48      Q96GC5
MRPL49      Q13405
MRPL50      Q8N5N7
MRPL51      Q4U2R6
MRPL52      Q86TS9
MRPL53      Q96EL3
MRPL54      Q6P161
MRPL55      Q7Z7F7
MRPL57      Q9BQC6
MRPL58      Q14197
MRPS2       Q9Y399
MRPS5       P82675
MRPS6       P82932
MRPS7       Q9Y2R9
MRPS9       P82933
MRPS10      P82664
MRPS11      P82912
MRPS12      O15235
MRPS14      O60783
MRPS15      P82914
MRPS16      Q9Y3D3
MRPS17      Q9Y2R5
MRPS18A     Q9NVS2
MRPS18B     Q9Y676
MRPS18C     Q9Y3D5
MRPS21      P82921
MRPS22      P82650
MRPS23      Q9Y3D9
MRPS24      Q96EL2
MRPS25      P82663
MRPS26      Q9BYN8
MRPS27      Q92552
MRPS28      Q9Y2Q9
MRPS30      Q9NP92
MRPS31      Q92665
MRPS33      Q9Y291
MRPS34      P82930
MRPS35      P82673
MRPS36      P82909
MRRF        Q96E11
MRS2        Q9HD23
MRTO4       Q9UKD2
MRVI1       Q9Y6F6
MS4A1       P11836
MS4A2       Q01362
MS4A3       Q96HJ5
MS4A4A      Q96JQ5
MS4A4E      Q96PG1
MS4A5       Q9H3V2
MS4A6A      Q9H2W1
MS4A6E      Q96DS6
MS4A7       Q9GZW8
MS4A8       Q9BY19
MS4A10      Q96PG2
MS4A12      Q9NXJ0
MS4A13      Q5J8X5
MS4A14      Q96JA4
MS4A15      Q8N5U1
MS4A18      Q3C1V0
MSANTD1     Q6ZTZ1
MSANTD2     Q6P1R3
MSANTD3     Q96H12
MSANTD4     Q8NCY6
MSC         O60682
MSGN1       A6NI15
MSH2        P43246
MSH3        P20585
MSH4        O15457
MSH5        O43196
MSH6        P52701
MSI1        O43347
MSI2        Q96DH6
MSL1        Q68DK7
MSL2        Q9HCI7
MSL3        Q8N5Y2
MSLN        Q13421
MSMB        P08118
MSMO1       Q15800
MSMP        Q1L6U9
MSN         P26038
MSR1        P21757
MSRA        Q9UJ68
MSRB1       Q9NZV6
MSRB2       Q9Y3D2
MSRB3       Q8IXL7
MSS51       Q4VC12
MST1        P26927
MST1R       Q04912
MSTN        O14793
MSTO1       Q9BUK6
MSX1        P28360
MSX2        P35548
MT-ATP6     P00846
MT-ATP8     P03928
MT-CO1      P00395
MT-CO2      P00403
MT-CO3      P00414
MT-CYB      P00156
MT-ND1      P03886
MT-ND2      P03891
MT-ND3      P03897
MT-ND4      P03905
MT-ND4L     P03901
MT-ND5      P03915
MT-ND6      P03923
MT1A        P04731
MT1B        P07438
MT1E        P04732
MT1F        P04733
MT1G        P13640
MT1H        P80294
MT1HL1      P0DM35
MT1M        Q8N339
MT1X        P80297
MT2A        P02795
MT3         P25713
MT4         P47944
MTA1        Q13330
MTA2        O94776
MTA3        Q9BTC8
MTAP        Q13126
MTBP        Q96DY7
MTCH1       Q9NZJ7
MTCH2       Q9Y6C9
MTCL1       Q9Y4B5
MTCP1       P56278
MTDH        Q86UE4
MTERF1      Q99551
MTERF2      Q49AM1
MTERF3      Q96E29
MTERF4      Q7Z6M4
MTF1        Q14872
MTF2        Q9Y483
MTFMT       Q96DP5
MTFP1       Q9UDX5
MTFR1       Q15390
MTFR1L      Q9H019
MTFR2       Q6P444
MTG1        Q9BT17
MTG2        Q9H4K7
MTHFD1      P11586
MTHFD1L     Q6UB35
MTHFD2      P13995
MTHFD2L     Q9H903
MTHFR       P42898
MTHFS       P49914
MTHFSD      Q2M296
MTIF2       P46199
MTIF3       Q9H2K0
MTM1        Q13496
MTMR1       Q13613
MTMR2       Q13614
MTMR3       Q13615
MTMR4       Q9NYA4
MTMR6       Q9Y217
MTMR7       Q9Y216
MTMR8       Q96EF0
MTMR9       Q96QG7
MTMR10      Q9NXD2
MTMR11      A4FU01
MTMR12      Q9C0I1
MTMR14      Q8NCE2
MTNR1A      P48039
MTNR1B      P49286
MTO1        Q9Y2Z2
MTOR        P42345
MTPAP       Q9NVV4
MTPN        P58546
MTR         Q99707
MTRF1       O75570
MTRF1L      Q9UGC7
MTRNR2L1    P0CJ68
MTRNR2L3    P0CJ70
MTRNR2L4    P0CJ71
MTRNR2L5    P0CJ72
MTRNR2L6    P0CJ73
MTRNR2L7    P0CJ74
MTRNR2L8    P0CJ75
MTRNR2L10   P0CJ77
MTRR        Q9UBK8
MTSS1       O43312
MTSS1L      Q765P7
MTTP        P55157
MTURN       Q8N3F0
MTUS1       Q9ULD2
MTUS2       Q5JR59
MTX1        Q13505
MTX2        O75431
MTX3        Q5HYI7
MUC1        P15941
MUC2        Q02817
MUC3A       Q02505
MUC3B       Q9H195
MUC4        Q99102
MUC5AC      P98088
MUC5B       Q9HC84
MUC6        Q6W4X9
MUC7        Q8TAX7
MUC12       Q9UKN1
MUC13       Q9H3R2
MUC15       Q8N387
MUC16       Q8WXI7
MUC17       Q685J3
MUC19       Q7Z5P9
MUC20       Q8N307
MUC21       Q5SSG8
MUC22       E2RYF6
MUCL1       Q96DR8
MUL1        Q969V5
MUM1        Q2TAK8
MUM1L1      Q5H9M0
MUS81       Q96NY9
MUSK        O15146
MUSTN1      Q8IVN3
MUT         P22033
MUTYH       Q9UIF7
MVB12A      Q96EY5
MVB12B      Q9H7P6
MVD         P53602
MVK         Q03426
MVP         Q14764
MX1         P20591
MX2         P20592
MXD1        Q05195
MXD3        Q9BW11
MXD4        Q14582
MXI1        P50539
MXRA5       Q9NR99
MXRA7       P84157
MXRA8       Q9BRK3
MYADM       Q96S97
MYADML2     A6NDP7
MYB         P10242
MYBBP1A     Q9BQG0
MYBL1       P10243
MYBL2       P10244
MYBPC1      Q00872
MYBPC2      Q14324
MYBPC3      Q14896
MYBPH       Q13203
MYBPHL      A2RUH7
MYC         P01106
MYCBP       Q99417
MYCBP2      O75592
MYCBPAP     Q8TBZ2
MYCL        P12524
MYCN        P04198
MYCT1       Q8N699
MYD88       Q99836
MYDGF       Q969H8
MYEF2       Q9P2K5
MYEOV       Q96EZ4
MYF5        P13349
MYF6        P23409
MYH1        P12882
MYH2        Q9UKX2
MYH3        P11055
MYH4        Q9Y623
MYH6        P13533
MYH7        P12883
MYH7B       A7E2Y1
MYH8        P13535
MYH9        P35579
MYH10       P35580
MYH11       P35749
MYH13       Q9UKX3
MYH14       Q7Z406
MYH15       Q9Y2K3
MYL1        P05976
MYL2        P10916
MYL3        P08590
MYL4        P12829
MYL5        Q02045
MYL6        P60660
MYL6B       P14649
MYL7        Q01449
MYL9        P24844
MYL10       Q9BUA6
MYL12A      P19105
MYL12B      O14950
MYLIP       Q8WY64
MYLK        Q15746
MYLK2       Q9H1R3
MYLK3       Q32MK0
MYLK4       Q86YV6
MYLPF       Q96A32
MYMK        A6NI61
MYNN        Q9NPC7
MYO1A       Q9UBC5
MYO1B       O43795
MYO1C       O00159
MYO1D       O94832
MYO1E       Q12965
MYO1F       O00160
MYO1G       B0I1T2
MYO1H       Q8N1T3
MYO3A       Q8NEV4
MYO3B       Q8WXR4
MYO5A       Q9Y4I1
MYO5B       Q9ULV0
MYO5C       Q9NQX4
MYO6        Q9UM54
MYO7A       Q13402
MYO7B       Q6PIF6
MYO9A       B2RTY4
MYO9B       Q13459
MYO10       Q9HD67
MYO15A      Q9UKN7
MYO15B      Q96JP2
MYO16       Q9Y6X6
MYO18A      Q92614
MYO18B      Q8IUG5
MYO19       Q96H55
MYOC        Q99972
MYOCD       Q8IZQ8
MYOD1       P15172
MYOF        Q9NZM1
MYOG        P15173
MYOM1       P52179
MYOM2       P54296
MYOM3       Q5VTT5
MYOT        Q9UBF9
MYOZ1       Q9NP98
MYOZ2       Q9NPC6
MYOZ3       Q8TDC0
MYPN        Q86TC9
MYPOP       Q86VE0
MYRF        Q9Y2G1
MYRFL       Q96LU7
MYRIP       Q8NFW9
MYSM1       Q5VVJ2
MYT1        Q01538
MYT1L       Q9UL68
MYZAP       P0CAP1
MZB1        Q8WU39
MZF1        P28698
MZT1        Q08AG7
MZT2A       Q6P582
MZT2B       Q6NZ67
N4BP1       O75113
N4BP2       Q86UW6
N4BP2L1     Q5TBK1
N4BP2L2     Q92802
N4BP3       O15049
N6AMT1      Q9Y5N5
NAA10       P41227
NAA11       Q9BSU3
NAA15       Q9BXJ9
NAA16       Q6N069
NAA20       P61599
NAA25       Q14CX7
NAA30       Q147X3
NAA35       Q5VZE5
NAA38       Q9BRA0
NAA40       Q86UY6
NAA50       Q9GZZ1
NAA60       Q9H7X0
NAAA        Q02083
NAALAD2     Q9Y3Q0
NAALADL1    Q9UQQ1
NAALADL2    Q58DX5
NAB1        Q13506
NAB2        Q15742
NABP1       Q96AH0
NABP2       Q9BQ15
NACA2       Q9H009
NACAD       O15069
NACC1       Q96RE7
NACC2       Q96BF6
NADK        O95544
NADK2       Q4G0N4
NADSYN1     Q6IA69
NAE1        Q13564
NAF1        Q96HR8
NAGA        P17050
NAGK        Q9UJ70
NAGLU       P54802
NAGPA       Q9UK23
NAGS        Q8N159
NAIF1       Q69YI7
NAIP        Q13075
NALCN       Q8IZF0
NAMPT       P43490
NANOG       Q9H9S0
NANOGNB     Q7Z5D8
NANOS1      Q8WY41
NANOS2      P60321
NANOS3      P60323
NANP        Q8TBE9
NANS        Q9NR45
NAP1L1      P55209
NAP1L2      Q9ULW6
NAP1L3      Q99457
NAP1L4      Q99733
NAP1L5      Q96NT1
NAPA        P54920
NAPB        Q9H115
NAPEPLD     Q6IQ20
NAPG        Q99747
NAPRT       Q6XQN6
NAPSA       O96009
NARF        Q9UHQ1
NARFL       Q9H6Q4
NARS        O43776
NARS2       Q96I59
NASP        P49321
NAT1        P18440
NAT2        P11245
NAT6        Q93015
NAT8        Q9UHE5
NAT8B       Q9UHF3
NAT8L       Q8N9F0
NAT9        Q9BTE0
NAT10       Q9H0A0
NAT14       Q8WUY8
NAT16       Q8N8M0
NATD1       Q8N6N6
NAV1        Q8NEY1
NAV2        Q8IVL1
NAV3        Q8IVL0
NAXD        Q8IW45
NAXE        Q8NCW5
NBAS        A2RRP1
NBDY        A0A0U1RRE5
NBEA        Q8NFP9
NBEAL1      Q6ZS30
NBEAL2      Q6ZNJ1
NBL1        P41271
NBN         O60934
NBPF1       Q3BBV0
NBPF3       Q9H094
NBPF4       Q96M43
NBPF6       Q5VWK0
NBPF8       Q3BBV2
NBPF9       Q3BBW0
NBPF10      Q6P3W6
NBPF11      Q86T75
NBPF12      Q5TAG4
NBPF14      Q5TI25
NBPF15      Q8N660
NBPF19      A0A087WUL8
NBPF20      Q3BBV1
NBPF26      B4DH59
NBR1        Q14596
NCALD       P61601
NCAM1       P13591
NCAM2       O15394
NCAN        O14594
NCAPD2      Q15021
NCAPD3      P42695
NCAPG       Q9BPX3
NCAPG2      Q86XI2
NCAPH       Q15003
NCAPH2      Q6IBW4
NCBP1       Q09161
NCBP2       P52298
NCBP2L      A6PVI3
NCBP3       Q53F19
NCCRP1      Q6ZVX7
NCDN        Q9UBB6
NCEH1       Q6PIU2
NCF1        P14598
NCF2        P19878
NCF4        Q15080
NCK1        P16333
NCK2        O43639
NCKAP1      Q9Y2A7
NCKAP1L     P55160
NCKAP5      O14513
NCKAP5L     Q9HCH0
NCKIPSD     Q9NZQ3
NCL         P19338
NCLN        Q969V3
NCMAP       Q5T1S8
NCOA1       Q15788
NCOA2       Q15596
NCOA3       Q9Y6Q9
NCOA4       Q13772
NCOA5       Q9HCD5
NCOA6       Q14686
NCOA7       Q8NI08
NCOR1       O75376
NCOR2       Q9Y618
NCR1        O76036
NCR2        O95944
NCR3        O14931
NCR3LG1     Q68D85
NCS1        P62166
NCSTN       Q92542
NDC1        Q9BTX1
NDC80       O14777
NDE1        Q9NXR1
NDEL1       Q9GZM8
NDFIP1      Q9BT67
NDFIP2      Q9NV92
NDN         Q99608
NDNF        Q8TB73
NDOR1       Q9UHB4
NDP         Q00604
NDRG1       Q92597
NDRG2       Q9UN36
NDRG3       Q9UGV2
NDRG4       Q9ULP0
NDST1       P52848
NDST2       P52849
NDST3       O95803
NDST4       Q9H3R1
NDUFA1      O15239
NDUFA2      O43678
NDUFA3      O95167
NDUFA4      O00483
NDUFA4L2    Q9NRX3
NDUFA5      Q16718
NDUFA6      P56556
NDUFA7      O95182
NDUFA8      P51970
NDUFA9      Q16795
NDUFA10     O95299
NDUFA11     Q86Y39
NDUFA12     Q9UI09
NDUFA13     Q9P0J0
NDUFAB1     O14561
NDUFAF1     Q9Y375
NDUFAF2     Q8N183
NDUFAF3     Q9BU61
NDUFAF4     Q9P032
NDUFAF5     Q5TEU4
NDUFAF6     Q330K2
NDUFAF7     Q7L592
NDUFAF8     A1L188
NDUFB1      O75438
NDUFB2      O95178
NDUFB3      O43676
NDUFB4      O95168
NDUFB5      O43674
NDUFB6      O95139
NDUFB7      P17568
NDUFB8      O95169
NDUFB9      Q9Y6M9
NDUFB10     O96000
NDUFB11     Q9NX14
NDUFC1      O43677
NDUFC2      O95298
NDUFS1      P28331
NDUFS2      O75306
NDUFS3      O75489
NDUFS4      O43181
NDUFS5      O43920
NDUFS6      O75380
NDUFS7      O75251
NDUFS8      O00217
NDUFV1      P49821
NDUFV2      P19404
NDUFV3      P56181
NEB         P20929
NEBL        O76041
NECAB1      Q8N987
NECAB2      Q7Z6G3
NECAB3      Q96P71
NECAP1      Q8NC96
NECAP2      Q9NVZ3
NECTIN1     Q15223
NECTIN2     Q92692
NECTIN3     Q9NQS3
NECTIN4     Q96NY8
NEDD1       Q8NHV4
NEDD4       P46934
NEDD4L      Q96PU5
NEDD8       Q15843
NEDD9       Q14511
NEFH        P12036
NEFL        P07196
NEFM        P07197
NEGR1       Q7Z3B1
NEIL1       Q96FI4
NEIL2       Q969S2
NEIL3       Q8TAT5
NEK1        Q96PY6
NEK2        P51955
NEK3        P51956
NEK4        P51957
NEK5        Q6P3R8
NEK6        Q9HC98
NEK7        Q8TDX7
NEK8        Q86SG6
NEK9        Q8TD19
NEK10       Q6ZWH5
NEK11       Q8NG66
NELFA       Q9H3P2
NELFB       Q8WX92
NELFCD      Q8IXH7
NELFE       P18615
NELL1       Q92832
NELL2       Q99435
NEMF        O60524
NEMP1       O14524
NEMP2       A6NFY4
NENF        Q9UMX5
NEO1        Q92859
NEPRO       Q6NW34
NES         P48681
NET1        Q7Z628
NETO1       Q8TDF5
NETO2       Q8NC67
NEU1        Q99519
NEU2        Q9Y3R4
NEU3        Q9UQ49
NEU4        Q8WWR8
NEURL1      O76050
NEURL1B     A8MQ27
NEURL2      Q9BR09
NEURL3      Q96EH8
NEURL4      Q96JN8
NEUROD1     Q13562
NEUROD2     Q15784
NEUROD4     Q9HD90
NEUROD6     Q96NK8
NEUROG1     Q92886
NEUROG2     Q9H2A3
NEUROG3     Q9Y4Z2
NEXMIF      Q5QGS0
NEXN        Q0ZGT2
NF1         P21359
NF2         P35240
NFAM1       Q8NET5
NFASC       O94856
NFAT5       O94916
NFATC1      O95644
NFATC2      Q13469
NFATC2IP    Q8NCF5
NFATC3      Q12968
NFATC4      Q14934
NFE2        Q16621
NFE2L1      Q14494
NFE2L2      Q16236
NFE2L3      Q9Y4A8
NFE4        Q86UQ8
NFIA        Q12857
NFIB        O00712
NFIC        P08651
NFIL3       Q16649
NFIX        Q14938
NFKB1       P19838
NFKB2       Q00653
NFKBIA      P25963
NFKBIB      Q15653
NFKBID      Q8NI38
NFKBIE      O00221
NFKBIL1     Q9UBC1
NFKBIZ      Q9BYH8
NFRKB       Q6P4R8
NFS1        Q9Y697
NFU1        Q9UMS0
NFX1        Q12986
NFXL1       Q6ZNB6
NFYA        P23511
NFYB        P25208
NFYC        Q13952
NGB         Q9NPG2
NGDN        Q8NEJ9
NGEF        Q8N5V2
NGF         P01138
NGFR        P08138
NGLY1       Q96IV0
NGRN        Q9NPE2
NHEJ1       Q9H9Q4
NHLH1       Q02575
NHLH2       Q02577
NHLRC1      Q6VVB1
NHLRC2      Q8NBF2
NHLRC3      Q5JS37
NHLRC4      P0CG21
NHP2        Q9NX24
NHS         Q6T4R5
NHSL1       Q5SYE7
NHSL2       Q5HYW2
NICN1       Q9BSH3
NID1        P14543
NID2        Q14112
NIF3L1      Q9GZT8
NIFK        Q9BYG3
NIM1K       Q8IY84
NIN         Q8N4C6
NINJ1       Q92982
NINJ2       Q9NZG7
NINL        Q9Y2I6
NIP7        Q9Y221
NIPA1       Q7RTP0
NIPA2       Q8N8Q9
NIPAL1      Q6NVV3
NIPAL2      Q9H841
NIPAL3      Q6P499
NIPAL4      Q0D2K0
NIPBL       Q6KC79
NIPSNAP1    Q9BPW8
NIPSNAP2    O75323
NIPSNAP3A   Q9UFN0
NIPSNAP3B   Q9BS92
NISCH       Q9Y2I1
NIT1        Q86X76
NIT2        Q9NQR4
NKAIN1      Q4KMZ8
NKAIN2      Q5VXU1
NKAIN3      Q8N8D7
NKAIN4      Q8IVV8
NKAP        Q8N5F7
NKAPL       Q5M9Q1
NKD1        Q969G9
NKD2        Q969F2
NKG7        Q16617
NKIRAS1     Q9NYS0
NKIRAS2     Q9NYR9
NKPD1       Q17RQ9
NKRF        O15226
NKTR        P30414
NKX1-1      Q15270
NKX1-2      Q9UD57
NKX2-1      P43699
NKX2-2      O95096
NKX2-3      Q8TAU0
NKX2-4      Q9H2Z4
NKX2-5      P52952
